dataset_cls,tile_id,img_path,label_path,x0,y0,patch_width,patch_height,fold_id
Airs,0,val/image/christchurch_546.tif,val/label/christchurch_546.tif,0,0,10000,10000,0
Airs,1,val/image/christchurch_861.tif,val/label/christchurch_861.tif,0,0,10000,10000,1
Airs,2,val/image/christchurch_533.tif,val/label/christchurch_533.tif,0,0,10000,10000,2
Airs,3,val/image/christchurch_234.tif,val/label/christchurch_234.tif,0,0,10000,10000,3
Airs,4,val/image/christchurch_899.tif,val/label/christchurch_899.tif,0,0,10000,10000,4
Airs,5,val/image/christchurch_837.tif,val/label/christchurch_837.tif,0,0,10000,10000,0
Airs,6,val/image/christchurch_371.tif,val/label/christchurch_371.tif,0,0,10000,10000,1
Airs,7,val/image/christchurch_735.tif,val/label/christchurch_735.tif,0,0,10000,10000,2
Airs,8,val/image/christchurch_134.tif,val/label/christchurch_134.tif,0,0,10000,10000,3
Airs,9,val/image/christchurch_172.tif,val/label/christchurch_172.tif,0,0,10000,10000,4
Airs,10,val/image/christchurch_598.tif,val/label/christchurch_598.tif,0,0,10000,10000,0
Airs,11,val/image/christchurch_462.tif,val/label/christchurch_462.tif,0,0,10000,10000,1
Airs,12,val/image/christchurch_207.tif,val/label/christchurch_207.tif,0,0,10000,10000,2
Airs,13,val/image/christchurch_279.tif,val/label/christchurch_279.tif,0,0,10000,10000,3
Airs,14,val/image/christchurch_214.tif,val/label/christchurch_214.tif,0,0,10000,10000,4
Airs,15,val/image/christchurch_913.tif,val/label/christchurch_913.tif,0,0,10000,10000,0
Airs,16,val/image/christchurch_513.tif,val/label/christchurch_513.tif,0,0,10000,10000,1
Airs,17,val/image/christchurch_575.tif,val/label/christchurch_575.tif,0,0,10000,10000,2
Airs,18,val/image/christchurch_367.tif,val/label/christchurch_367.tif,0,0,10000,10000,3
Airs,19,val/image/christchurch_818.tif,val/label/christchurch_818.tif,0,0,10000,10000,4
Airs,20,val/image/christchurch_432.tif,val/label/christchurch_432.tif,0,0,10000,10000,0
Airs,21,val/image/christchurch_310.tif,val/label/christchurch_310.tif,0,0,10000,10000,1
Airs,22,val/image/christchurch_833.tif,val/label/christchurch_833.tif,0,0,10000,10000,2
Airs,23,val/image/christchurch_247.tif,val/label/christchurch_247.tif,0,0,10000,10000,3
Airs,24,val/image/christchurch_574.tif,val/label/christchurch_574.tif,0,0,10000,10000,4
Airs,25,val/image/christchurch_1027.tif,val/label/christchurch_1027.tif,0,0,10000,10000,0
Airs,26,val/image/christchurch_85.tif,val/label/christchurch_85.tif,0,0,10000,10000,1
Airs,27,val/image/christchurch_67.tif,val/label/christchurch_67.tif,0,0,10000,10000,2
Airs,28,val/image/christchurch_123.tif,val/label/christchurch_123.tif,0,0,10000,10000,3
Airs,29,val/image/christchurch_71.tif,val/label/christchurch_71.tif,0,0,10000,10000,4
Airs,30,val/image/christchurch_945.tif,val/label/christchurch_945.tif,0,0,10000,10000,0
Airs,31,val/image/christchurch_584.tif,val/label/christchurch_584.tif,0,0,10000,10000,1
Airs,32,val/image/christchurch_1015.tif,val/label/christchurch_1015.tif,0,0,10000,10000,2
Airs,33,val/image/christchurch_233.tif,val/label/christchurch_233.tif,0,0,10000,10000,3
Airs,34,val/image/christchurch_251.tif,val/label/christchurch_251.tif,0,0,10000,10000,4
Airs,35,val/image/christchurch_626.tif,val/label/christchurch_626.tif,0,0,10000,10000,0
Airs,36,val/image/christchurch_359.tif,val/label/christchurch_359.tif,0,0,10000,10000,1
Airs,37,val/image/christchurch_840.tif,val/label/christchurch_840.tif,0,0,10000,10000,2
Airs,38,val/image/christchurch_426.tif,val/label/christchurch_426.tif,0,0,10000,10000,3
Airs,39,val/image/christchurch_141.tif,val/label/christchurch_141.tif,0,0,10000,10000,4
Airs,40,val/image/christchurch_698.tif,val/label/christchurch_698.tif,0,0,10000,10000,0
Airs,41,val/image/christchurch_370.tif,val/label/christchurch_370.tif,0,0,10000,10000,1
Airs,42,val/image/christchurch_1029.tif,val/label/christchurch_1029.tif,0,0,10000,10000,2
Airs,43,val/image/christchurch_58.tif,val/label/christchurch_58.tif,0,0,10000,10000,3
Airs,44,val/image/christchurch_410.tif,val/label/christchurch_410.tif,0,0,10000,10000,4
Airs,45,val/image/christchurch_166.tif,val/label/christchurch_166.tif,0,0,10000,10000,0
Airs,46,val/image/christchurch_95.tif,val/label/christchurch_95.tif,0,0,10000,10000,1
Airs,47,val/image/christchurch_455.tif,val/label/christchurch_455.tif,0,0,10000,10000,2
Airs,48,val/image/christchurch_780.tif,val/label/christchurch_780.tif,0,0,10000,10000,3
Airs,49,val/image/christchurch_451.tif,val/label/christchurch_451.tif,0,0,10000,10000,4
Airs,50,val/image/christchurch_739.tif,val/label/christchurch_739.tif,0,0,10000,10000,0
Airs,51,val/image/christchurch_776.tif,val/label/christchurch_776.tif,0,0,10000,10000,1
Airs,52,val/image/christchurch_98.tif,val/label/christchurch_98.tif,0,0,10000,10000,2
Airs,53,val/image/christchurch_711.tif,val/label/christchurch_711.tif,0,0,10000,10000,3
Airs,54,val/image/christchurch_864.tif,val/label/christchurch_864.tif,0,0,10000,10000,4
Airs,55,val/image/christchurch_387.tif,val/label/christchurch_387.tif,0,0,10000,10000,0
Airs,56,val/image/christchurch_571.tif,val/label/christchurch_571.tif,0,0,10000,10000,1
Airs,57,val/image/christchurch_871.tif,val/label/christchurch_871.tif,0,0,10000,10000,2
Airs,58,val/image/christchurch_990.tif,val/label/christchurch_990.tif,0,0,10000,10000,3
Airs,59,val/image/christchurch_422.tif,val/label/christchurch_422.tif,0,0,10000,10000,4
Airs,60,val/image/christchurch_31.tif,val/label/christchurch_31.tif,0,0,10000,10000,0
Airs,61,val/image/christchurch_896.tif,val/label/christchurch_896.tif,0,0,10000,10000,1
Airs,62,val/image/christchurch_1024.tif,val/label/christchurch_1024.tif,0,0,10000,10000,2
Airs,63,val/image/christchurch_880.tif,val/label/christchurch_880.tif,0,0,10000,10000,3
Airs,64,val/image/christchurch_664.tif,val/label/christchurch_664.tif,0,0,10000,10000,4
Airs,65,val/image/christchurch_70.tif,val/label/christchurch_70.tif,0,0,10000,10000,0
Airs,66,val/image/christchurch_796.tif,val/label/christchurch_796.tif,0,0,10000,10000,1
Airs,67,val/image/christchurch_572.tif,val/label/christchurch_572.tif,0,0,10000,10000,2
Airs,68,val/image/christchurch_656.tif,val/label/christchurch_656.tif,0,0,10000,10000,3
Airs,69,val/image/christchurch_773.tif,val/label/christchurch_773.tif,0,0,10000,10000,4
Airs,70,val/image/christchurch_68.tif,val/label/christchurch_68.tif,0,0,10000,10000,0
Airs,71,val/image/christchurch_250.tif,val/label/christchurch_250.tif,0,0,10000,10000,1
Airs,72,val/image/christchurch_32.tif,val/label/christchurch_32.tif,0,0,10000,10000,2
Airs,73,val/image/christchurch_676.tif,val/label/christchurch_676.tif,0,0,10000,10000,3
Airs,74,val/image/christchurch_73.tif,val/label/christchurch_73.tif,0,0,10000,10000,4
Airs,75,val/image/christchurch_314.tif,val/label/christchurch_314.tif,0,0,10000,10000,0
Airs,76,val/image/christchurch_299.tif,val/label/christchurch_299.tif,0,0,10000,10000,1
Airs,77,val/image/christchurch_358.tif,val/label/christchurch_358.tif,0,0,10000,10000,2
Airs,78,val/image/christchurch_420.tif,val/label/christchurch_420.tif,0,0,10000,10000,3
Airs,79,val/image/christchurch_392.tif,val/label/christchurch_392.tif,0,0,10000,10000,4
Airs,80,train/image/christchurch_569.tif,train/label/christchurch_569.tif,0,0,10000,10000,5
Airs,81,train/image/christchurch_90.tif,train/label/christchurch_90.tif,0,0,10000,10000,6
Airs,82,train/image/christchurch_553.tif,train/label/christchurch_553.tif,0,0,10000,10000,7
Airs,83,train/image/christchurch_699.tif,train/label/christchurch_699.tif,0,0,10000,10000,8
Airs,84,train/image/christchurch_84.tif,train/label/christchurch_84.tif,0,0,10000,10000,9
Airs,85,train/image/christchurch_535.tif,train/label/christchurch_535.tif,0,0,10000,10000,10
Airs,86,train/image/christchurch_307.tif,train/label/christchurch_307.tif,0,0,10000,10000,11
Airs,87,train/image/christchurch_705.tif,train/label/christchurch_705.tif,0,0,10000,10000,12
Airs,88,train/image/christchurch_611.tif,train/label/christchurch_611.tif,0,0,10000,10000,13
Airs,89,train/image/christchurch_728.tif,train/label/christchurch_728.tif,0,0,10000,10000,14
Airs,90,train/image/christchurch_78.tif,train/label/christchurch_78.tif,0,0,10000,10000,5
Airs,91,train/image/christchurch_537.tif,train/label/christchurch_537.tif,0,0,10000,10000,6
Airs,92,train/image/christchurch_730.tif,train/label/christchurch_730.tif,0,0,10000,10000,7
Airs,93,train/image/christchurch_504.tif,train/label/christchurch_504.tif,0,0,10000,10000,8
Airs,94,train/image/christchurch_133.tif,train/label/christchurch_133.tif,0,0,10000,10000,9
Airs,95,train/image/christchurch_511.tif,train/label/christchurch_511.tif,0,0,10000,10000,10
Airs,96,train/image/christchurch_891.tif,train/label/christchurch_891.tif,0,0,10000,10000,11
Airs,97,train/image/christchurch_94.tif,train/label/christchurch_94.tif,0,0,10000,10000,12
Airs,98,train/image/christchurch_74.tif,train/label/christchurch_74.tif,0,0,10000,10000,13
Airs,99,train/image/christchurch_953.tif,train/label/christchurch_953.tif,0,0,10000,10000,14
Airs,100,train/image/christchurch_425.tif,train/label/christchurch_425.tif,0,0,10000,10000,5
Airs,101,train/image/christchurch_625.tif,train/label/christchurch_625.tif,0,0,10000,10000,6
Airs,102,train/image/christchurch_152.tif,train/label/christchurch_152.tif,0,0,10000,10000,7
Airs,103,train/image/christchurch_189.tif,train/label/christchurch_189.tif,0,0,10000,10000,8
Airs,104,train/image/christchurch_713.tif,train/label/christchurch_713.tif,0,0,10000,10000,9
Airs,105,train/image/christchurch_180.tif,train/label/christchurch_180.tif,0,0,10000,10000,10
Airs,106,train/image/christchurch_551.tif,train/label/christchurch_551.tif,0,0,10000,10000,11
Airs,107,train/image/christchurch_826.tif,train/label/christchurch_826.tif,0,0,10000,10000,12
Airs,108,train/image/christchurch_594.tif,train/label/christchurch_594.tif,0,0,10000,10000,13
Airs,109,train/image/christchurch_568.tif,train/label/christchurch_568.tif,0,0,10000,10000,14
Airs,110,train/image/christchurch_742.tif,train/label/christchurch_742.tif,0,0,10000,10000,5
Airs,111,train/image/christchurch_550.tif,train/label/christchurch_550.tif,0,0,10000,10000,6
Airs,112,train/image/christchurch_940.tif,train/label/christchurch_940.tif,0,0,10000,10000,7
Airs,113,train/image/christchurch_627.tif,train/label/christchurch_627.tif,0,0,10000,10000,8
Airs,114,train/image/christchurch_1062.tif,train/label/christchurch_1062.tif,0,0,10000,10000,9
Airs,115,train/image/christchurch_1008.tif,train/label/christchurch_1008.tif,0,0,10000,10000,10
Airs,116,train/image/christchurch_536.tif,train/label/christchurch_536.tif,0,0,10000,10000,11
Airs,117,train/image/christchurch_213.tif,train/label/christchurch_213.tif,0,0,10000,10000,12
Airs,118,train/image/christchurch_910.tif,train/label/christchurch_910.tif,0,0,10000,10000,13
Airs,119,train/image/christchurch_290.tif,train/label/christchurch_290.tif,0,0,10000,10000,14
Airs,120,train/image/christchurch_51.tif,train/label/christchurch_51.tif,0,0,10000,10000,5
Airs,121,train/image/christchurch_825.tif,train/label/christchurch_825.tif,0,0,10000,10000,6
Airs,122,train/image/christchurch_804.tif,train/label/christchurch_804.tif,0,0,10000,10000,7
Airs,123,train/image/christchurch_1010.tif,train/label/christchurch_1010.tif,0,0,10000,10000,8
Airs,124,train/image/christchurch_865.tif,train/label/christchurch_865.tif,0,0,10000,10000,9
Airs,125,train/image/christchurch_689.tif,train/label/christchurch_689.tif,0,0,10000,10000,10
Airs,126,train/image/christchurch_423.tif,train/label/christchurch_423.tif,0,0,10000,10000,11
Airs,127,train/image/christchurch_35.tif,train/label/christchurch_35.tif,0,0,10000,10000,12
Airs,128,train/image/christchurch_351.tif,train/label/christchurch_351.tif,0,0,10000,10000,13
Airs,129,train/image/christchurch_514.tif,train/label/christchurch_514.tif,0,0,10000,10000,14
Airs,130,train/image/christchurch_304.tif,train/label/christchurch_304.tif,0,0,10000,10000,5
Airs,131,train/image/christchurch_470.tif,train/label/christchurch_470.tif,0,0,10000,10000,6
Airs,132,train/image/christchurch_904.tif,train/label/christchurch_904.tif,0,0,10000,10000,7
Airs,133,train/image/christchurch_21.tif,train/label/christchurch_21.tif,0,0,10000,10000,8
Airs,134,train/image/christchurch_376.tif,train/label/christchurch_376.tif,0,0,10000,10000,9
Airs,135,train/image/christchurch_522.tif,train/label/christchurch_522.tif,0,0,10000,10000,10
Airs,136,train/image/christchurch_991.tif,train/label/christchurch_991.tif,0,0,10000,10000,11
Airs,137,train/image/christchurch_1012.tif,train/label/christchurch_1012.tif,0,0,10000,10000,12
Airs,138,train/image/christchurch_165.tif,train/label/christchurch_165.tif,0,0,10000,10000,13
Airs,139,train/image/christchurch_633.tif,train/label/christchurch_633.tif,0,0,10000,10000,14
Airs,140,train/image/christchurch_385.tif,train/label/christchurch_385.tif,0,0,10000,10000,5
Airs,141,train/image/christchurch_912.tif,train/label/christchurch_912.tif,0,0,10000,10000,6
Airs,142,train/image/christchurch_888.tif,train/label/christchurch_888.tif,0,0,10000,10000,7
Airs,143,train/image/christchurch_259.tif,train/label/christchurch_259.tif,0,0,10000,10000,8
Airs,144,train/image/christchurch_759.tif,train/label/christchurch_759.tif,0,0,10000,10000,9
Airs,145,train/image/christchurch_878.tif,train/label/christchurch_878.tif,0,0,10000,10000,10
