dataset_cls,tile_id,img_path,label_path,x0,y0,patch_width,patch_height,fold_id
SemcityToulouse,1,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_01.tif,semantic_05/TLS_GT/TLS_GT_01_1.tif,0,0,3504,3452,1
SemcityToulouse,2,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_02.tif,semantic_05/TLS_GT/TLS_GT_02_1.tif,0,0,3504,3452,2
SemcityToulouse,3,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_03.tif,semantic_05/TLS_GT/TLS_GT_03_1.tif,0,0,3504,3452,3
SemcityToulouse,4,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_04.tif,semantic_05/TLS_GT/TLS_GT_04_1.tif,0,0,3504,3452,4
SemcityToulouse,5,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_05.tif,semantic_05/TLS_GT/TLS_GT_05_1.tif,0,0,3504,3452,5
SemcityToulouse,6,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_06.tif,semantic_05/TLS_GT/TLS_GT_06_1.tif,0,0,3504,3452,6
SemcityToulouse,7,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_07.tif,semantic_05/TLS_GT/TLS_GT_07_1.tif,0,0,3504,3452,7
SemcityToulouse,8,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_08.tif,semantic_05/TLS_GT/TLS_GT_08_1.tif,0,0,3504,3452,8
SemcityToulouse,9,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_09.tif,semantic_05/TLS_GT/TLS_GT_09_1.tif,0,0,3504,3452,9
SemcityToulouse,10,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_10.tif,semantic_05/TLS_GT/TLS_GT_10_1.tif,0,0,3504,3452,10
SemcityToulouse,11,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_11.tif,semantic_05/TLS_GT/TLS_GT_11_1.tif,0,0,3504,3452,11
SemcityToulouse,12,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_12.tif,semantic_05/TLS_GT/TLS_GT_12_1.tif,0,0,3504,3452,12
SemcityToulouse,13,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_13.tif,semantic_05/TLS_GT/TLS_GT_13_1.tif,0,0,3504,3452,13
SemcityToulouse,14,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_14.tif,semantic_05/TLS_GT/TLS_GT_14_1.tif,0,0,3504,3452,14
SemcityToulouse,15,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_15.tif,semantic_05/TLS_GT/TLS_GT_15_1.tif,0,0,3504,3452,15
SemcityToulouse,16,img_multispec_05/TLS_BDSD_M/TLS_BDSD_M_16.tif,semantic_05/TLS_GT/TLS_GT_16_1.tif,0,0,3504,3452,16
