city,tile_id,img_path,label_path,x0,y0,patch_width,patch_height,fold_id,min_vals,max_vals
Digitanie,0,Le-Caire/Le-Caire.tif,none,0,0,40971,44261,0,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_0.tif,Le-Caire/COS9/Le-Caire_0.tif,0,0,2048,2048,1,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_1.tif,Le-Caire/COS9/Le-Caire_1.tif,0,0,2048,2048,2,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_2.tif,Le-Caire/COS9/Le-Caire_2.tif,0,0,2048,2048,3,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_3.tif,Le-Caire/COS9/Le-Caire_3.tif,0,0,2048,2048,4,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_4.tif,Le-Caire/COS9/Le-Caire_4.tif,0,0,2048,2048,5,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_5.tif,Le-Caire/COS9/Le-Caire_5.tif,0,0,2048,2048,6,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_6.tif,Le-Caire/COS9/Le-Caire_6.tif,0,0,2048,2048,7,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_7.tif,Le-Caire/COS9/Le-Caire_7.tif,0,0,2048,2048,8,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_8.tif,Le-Caire/COS9/Le-Caire_8.tif,0,0,2048,2048,9,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
Digitanie,0,Le-Caire/Le-Caire_EPSG32636_TOA_9.tif,Le-Caire/COS9/Le-Caire_9.tif,0,0,2048,2048,10,"(0.0, 0.0, 0.0, 0.0)","(0.832, 0.612, 0.547, 0.949)"
