city,tile_id,img_path,label_path,x0,y0,patch_width,patch_height,fold_id,min_vals,max_vals
DigitanieV2,0,Arcachon/Arcachon_EPSG32630_0.tif,Arcachon/COS9/Arcachon_0.tif,0,0,2048,2048,0,"(0.026, 0.044, 0.062, 0.018)","(0.606, 0.635, 0.582, 0.531)"
DigitanieV2,1,Arcachon/Arcachon_EPSG32630_1.tif,Arcachon/COS9/Arcachon_1.tif,0,0,2048,2048,1,"(0.025, 0.041, 0.061, 0.043)","(0.5, 0.484, 0.465, 0.703)"
DigitanieV2,2,Arcachon/Arcachon_EPSG32630_2.tif,Arcachon/COS9/Arcachon_2.tif,0,0,2048,2048,2,"(0.018, 0.031, 0.051, 0.007)","(0.759, 0.762, 0.697, 0.943)"
DigitanieV2,3,Arcachon/Arcachon_EPSG32630_3.tif,Arcachon/COS9/Arcachon_3.tif,0,0,2048,2048,3,"(0.024, 0.041, 0.059, 0.049)","(0.283, 0.241, 0.21, 0.492)"
DigitanieV2,4,Arcachon/Arcachon_EPSG32630_4.tif,Arcachon/COS9/Arcachon_4.tif,0,0,2048,2048,4,"(0.025, 0.04, 0.059, 0.015)","(0.654, 0.606, 0.546, 1.071)"
DigitanieV2,5,Arcachon/Arcachon_EPSG32630_5.tif,Arcachon/COS9/Arcachon_5.tif,0,0,2048,2048,5,"(0.025, 0.043, 0.062, 0.029)","(0.753, 0.631, 0.581, 1.115)"
DigitanieV2,6,Arcachon/Arcachon_EPSG32630_6.tif,Arcachon/COS9/Arcachon_6.tif,0,0,2048,2048,6,"(0.024, 0.042, 0.06, 0.054)","(0.276, 0.229, 0.208, 0.538)"
DigitanieV2,7,Arcachon/Arcachon_EPSG32630_7.tif,Arcachon/COS9/Arcachon_7.tif,0,0,2048,2048,7,"(0.024, 0.041, 0.06, 0.017)","(0.995, 0.661, 0.546, 1.366)"
DigitanieV2,8,Arcachon/Arcachon_EPSG32630_8.tif,Arcachon/COS9/Arcachon_8.tif,0,0,2048,2048,8,"(0.027, 0.045, 0.063, 0.039)","(0.973, 0.951, 0.871, 1.224)"
DigitanieV2,9,Arcachon/Arcachon_EPSG32630_9.tif,Arcachon/COS9/Arcachon_9.tif,0,0,2048,2048,9,"(0.026, 0.044, 0.063, 0.022)","(0.652, 0.597, 0.546, 1.052)"
