city,tile_id,img_path,label_path,x0,y0,patch_width,patch_height,fold_id,min_vals,max_vals
Digitanie,0,Maros/Maros.tif,none,0,0,41289,24698,0,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_0.tif,Maros/COS9/Maros_0.tif,0,0,2048,2048,1,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_1.tif,Maros/COS9/Maros_1.tif,0,0,2048,2048,2,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_2.tif,Maros/COS9/Maros_2.tif,0,0,2048,2048,3,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_3.tif,Maros/COS9/Maros_3.tif,0,0,2048,2048,4,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_4.tif,Maros/COS9/Maros_4.tif,0,0,2048,2048,5,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_5.tif,Maros/COS9/Maros_5.tif,0,0,2048,2048,6,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_6.tif,Maros/COS9/Maros_6.tif,0,0,2048,2048,7,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_7.tif,Maros/COS9/Maros_7.tif,0,0,2048,2048,8,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_8.tif,Maros/COS9/Maros_8.tif,0,0,2048,2048,9,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
Digitanie,0,Maros/Maros_EPSG32750_9.tif,Maros/COS9/Maros_9.tif,0,0,2048,2048,10,"(0.0, 0.0, 0.0, 0.0)","(0.85, 0.822, 0.781, 1.222)"
