city,tile_id,img_path,label_path,x0,y0,patch_width,patch_height,fold_id,origin_tile
DigitanieV2,0,Paris/Paris_EPSG2154_0.tif,Paris/COS9/Paris_0-v4.tif,0,0,2048,2048,0,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
DigitanieV2,1,Paris/Paris_EPSG2154_1.tif,Paris/COS9/Paris_1-v4.tif,0,0,2048,2048,1,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
DigitanieV2,2,Paris/Paris_EPSG2154_2.tif,Paris/COS9/Paris_2-v4.tif,0,0,2048,2048,2,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
DigitanieV2,3,Paris/Paris_EPSG2154_3.tif,Paris/COS9/Paris_3-v4.tif,0,0,2048,2048,3,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
DigitanieV2,4,Paris/Paris_EPSG2154_4.tif,Paris/COS9/Paris_4-v4.tif,0,0,2048,2048,4,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
DigitanieV2,5,Paris/Paris_EPSG2154_5.tif,Paris/COS9/Paris_5-v4.tif,0,0,2048,2048,5,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
DigitanieV2,6,Paris/Paris_EPSG2154_6.tif,Paris/COS9/Paris_6-v4.tif,0,0,2048,2048,6,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
DigitanieV2,7,Paris/Paris_EPSG2154_7.tif,Paris/COS9/Paris_7-v4.tif,0,0,2048,2048,7,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
DigitanieV2,8,Paris/Paris_EPSG2154_8.tif,Paris/COS9/Paris_8-v4.tif,0,0,2048,2048,8,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
DigitanieV2,9,Paris/Paris_EPSG2154_9.tif,Paris/COS9/Paris_9-v4.tif,0,0,2048,2048,9,Paris/PARIS_20180326_T_TOA_reproj-EPSG:2154.tif
