city,tile_id,img_path,label_path,x0,y0,patch_width,patch_height,fold_id,origin_tile
DigitanieV2,0,Biarritz/Biarritz_EPSG32630_0.tif,Biarritz/COS9/Biarritz_0-v4.tif,0,0,2048,2048,0,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,1,Biarritz/Biarritz_EPSG32630_1.tif,Biarritz/COS9/Biarritz_1-v4.tif,0,0,2048,2048,1,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,2,Biarritz/Biarritz_EPSG32630_2.tif,Biarritz/COS9/Biarritz_2-v4.tif,0,0,2048,2048,2,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,3,Biarritz/Biarritz_EPSG32630_3.tif,Biarritz/COS9/Biarritz_3-v4.tif,0,0,2048,2048,3,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,4,Biarritz/Biarritz_EPSG32630_4.tif,Biarritz/COS9/Biarritz_4-v4.tif,0,0,2048,2048,4,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,5,Biarritz/Biarritz_EPSG32630_5.tif,Biarritz/COS9/Biarritz_5-v4.tif,0,0,2048,2048,5,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,6,Biarritz/Biarritz_EPSG32630_6.tif,Biarritz/COS9/Biarritz_6-v4.tif,0,0,2048,2048,6,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,7,Biarritz/Biarritz_EPSG32630_7.tif,Biarritz/COS9/Biarritz_7-v4.tif,0,0,2048,2048,7,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,8,Biarritz/Biarritz_EPSG32630_8.tif,Biarritz/COS9/Biarritz_8-v4.tif,0,0,2048,2048,8,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,9,Biarritz/Biarritz_EPSG32630_9.tif,Biarritz/COS9/Biarritz_9-v4.tif,0,0,2048,2048,9,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
