city,tile_id,img_path,label_path,x0,y0,patch_width,patch_height,fold_id,origin_tile
DigitanieV2,0,Arcachon/Arcachon_EPSG32630_0.tif,Arcachon/COS9/Arcachon_0-v4.tif,0,0,2048,2048,0,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,1,Arcachon/Arcachon_EPSG32630_1.tif,Arcachon/COS9/Arcachon_1-v4.tif,0,0,2048,2048,1,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,2,Arcachon/Arcachon_EPSG32630_2.tif,Arcachon/COS9/Arcachon_2-v4.tif,0,0,2048,2048,2,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,3,Arcachon/Arcachon_EPSG32630_3.tif,Arcachon/COS9/Arcachon_3-v4.tif,0,0,2048,2048,3,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,4,Arcachon/Arcachon_EPSG32630_4.tif,Arcachon/COS9/Arcachon_4-v4.tif,0,0,2048,2048,4,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,5,Arcachon/Arcachon_EPSG32630_5.tif,Arcachon/COS9/Arcachon_5-v4.tif,0,0,2048,2048,5,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,6,Arcachon/Arcachon_EPSG32630_6.tif,Arcachon/COS9/Arcachon_6-v4.tif,0,0,2048,2048,6,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,7,Arcachon/Arcachon_EPSG32630_7.tif,Arcachon/COS9/Arcachon_7-v4.tif,0,0,2048,2048,7,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,8,Arcachon/Arcachon_EPSG32630_8.tif,Arcachon/COS9/Arcachon_8-v4.tif,0,0,2048,2048,8,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,9,Arcachon/Arcachon_EPSG32630_9.tif,Arcachon/COS9/Arcachon_9-v4.tif,0,0,2048,2048,9,Arcachon/ARCACHON_20180821_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,0,Biarritz/Biarritz_EPSG32630_0.tif,Biarritz/COS9/Biarritz_0-v4.tif,0,0,2048,2048,0,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
DigitanieV2,1,Biarritz/Biarritz_EPSG32630_1.tif,Biarritz/COS9/Biarritz_1-v4.tif,0,0,2048,2048,1,Biarritz/BIARRITZ_20140902_T_TOA_reproj-EPSG:32630.tif
